,TF,target,scenic_weight
0,Bcl3,Pcnx,0.9929950585232982
1,Bcl3,Tbl1x,1.1311007872477516
2,Bcl3,Hectd1,0.9549202289900922
3,Bcl3,Mtmr14,1.24797559034436
4,Bcl3,Orc2,0.6755307684997458
5,Bcl3,Gpbp1,0.6174575950930657
6,Bcl3,Pik3cg,0.43236263854598367
7,Bcl3,Klf9,1.0680727274620434
8,Bcl3,2310022B05Rik,0.41045094484043765
9,Bcl3,Nxn,1.219118642774736
10,Bcl3,Sik1,2.455227547393795
11,Cebpe,Ctdspl,1.2980691183269688
12,Cebpe,Zdhhc8,2.038436522529507
13,Cebpe,Lmnb2,0.7487027290796943
14,Cebpe,Tnfrsf1b,3.017403919649123
15,Cebpe,Col5a1,0.7689226739500832
16,Cebpe,Ftsj1,1.1345948728423316
17,Cebpe,Runx1,0.9866946645845235
18,Cebpe,Panx1,1.717353107450462
19,Cebpe,Elovl5,2.914426998792776
20,Cebpe,Dok2,2.217882771960801
21,Cebpe,Caprin2,3.1567055490596774
22,Cebpe,2900026A02Rik,1.919705308711397
23,Cebpe,Prelid2,2.6890070489472895
24,Cebpe,Clic4,4.01432339099772
25,Cebpe,Parvb,1.7550621100302406
26,Cebpe,Fgfrl1,2.6662282535969384
27,Cebpe,Traf4,2.1592725452316497
28,Cebpe,Tns3,2.1179330507692553
29,Cebpe,Prpf3,1.565266063669527
30,Cebpe,Fam174b,0.8848688242005693
31,Cebpe,Med30,0.9104355399457873
32,Cebpe,5033406O09Rik,1.0776679200616952
33,Cebpe,Per3,0.6029588510924974
34,Cebpe,Hspbp1,0.10840678410158117
35,Cebpe,Ptch1,0.23196727778982384
36,Cebpe,Tubb2a,0.16604169975718458
37,Cebpe,Bex6,0.022893273989051735
38,Cebpe,Dnmt3a,0.2692905082476402
39,Cebpe,B330016D10Rik,0.1337648932748598
40,Cebpe,Csrp2,0.16955508128933414
41,Cebpe,Emilin2,0.14764788117666844
42,Cebpe,Klhl36,0.7861392946425769
43,Cebpe,Ggta1,0.0953506678584817
44,Cebpe,Tmem9,0.20991647959664347
45,Cebpe,Prpf4b,0.10873862798379882
46,Cebpe,Pdrg1,0.14835657716306028
47,Cebpe,Tgm2,0.640621865042846
48,Cebpe,Ranbp2,0.7194107682199908
49,Cebpe,Bcl3,3.2831021226899377
50,Cebpe,E2f8,0.09273034923976921
51,Cebpe,Il1r1,0.3684239214304721
52,Cebpe,Isg15,0.18841514006349977
53,Cebpe,Ocrl,0.09107164284328033
54,Ctcf,Usp6nl,0.8508652590886963
55,Ctcf,Eif4g2,1.027828675073379
56,Ctcf,Bclaf1,1.0809079037424578
57,Ctcf,Mbnl1,2.0260317193653243
58,Ctcf,Rbm25,1.9343690757508394
59,Ctcf,Ezh2,1.5696731765551808
60,Ctcf,Tbl1x,0.8830922323251414
61,Ctcf,Map4,0.7865453921190921
62,Ctcf,Ccdc88a,0.8803358481903847
63,Ctcf,Hectd1,0.7949597174517772
64,Ctcf,Ankrd11,1.382229834760818
65,Ctcf,Eif3a,3.2570047275436975
66,Ctcf,Nucks1,4.188727813681755
67,Ctcf,Scaf11,2.87610617794709
68,Ctcf,Ypel5,2.890431544415695
69,Ctcf,Hdlbp,3.005422008697854
70,Ctcf,Canx,1.1955969058157934
71,Ctcf,Pcbp1,1.5528438800467546
72,Ctcf,Mtfr1,0.7644784034461208
73,Ctcf,Psip1,1.311560262731124
74,Ctcf,Csnk1a1,2.150859982166469
75,Ctcf,Hspa5,1.3174760650569608
76,Ctcf,Top2b,2.7404151071117164
77,Ctcf,Ssb,1.8128501592353623
78,Ctcf,Aplp2,1.1355736253021491
79,Ctcf,Gpatch8,0.8168636442190036
80,Ctcf,Usp10,2.237683270686862
81,Ctcf,Tmpo,3.608764050368091
82,Ctcf,Zfp800,1.4386622387167853
83,Ctcf,Vps35,1.6728340072254104
84,Ctcf,Caprin1,1.7132338275948642
85,Ctcf,Herc1,0.6164295489398901
86,Ctcf,Ikzf1,3.633074253257167
87,Ctcf,Birc6,0.7720605733935416
88,Ctcf,Lyst,0.6789053212137153
