,TF,target,scenic_weight
0,Arid3a,Galnt6,2.0804581251835574
1,Arid3a,Iars2,1.6391113060437368
2,Arid3a,Hlx,0.7301887822501454
3,Arid3a,Atp7b,0.8816059804979739
4,Arid3a,Smap2,0.8293609113740882
5,Arid3a,Sbk1,1.0106389300712286
6,Arid3a,Kpnb1,0.9109065279401358
7,Arid3a,Arid1b,0.8724245479079289
8,Arid3a,Dpp9,3.0786976351285906
9,Arid3a,Aven,0.7748553668059222
10,Arid3a,Ubqln1,0.8612126061609049
11,Arid3a,Lrrc1,1.434497535271701
12,Arid3a,Ccnd2,2.2708265150873257
13,Arid3a,Fbxl20,2.46121315114421
14,Arid3a,Fyn,2.360570091212476
15,Arid3a,Arhgap21,2.541199212934476
16,Arid3a,Tbc1d16,1.820950128422848
17,Arid3a,Plcl2,2.7902950697273172
18,Arid3a,Nxn,1.5323399143011731
19,Arid3a,Ptpre,3.6088526845596154
20,Arid3a,Fchsd2,3.0256332609888323
21,Arid3a,Stk10,2.0766668882066366
22,Arid3a,Arhgap6,10.603563713212486
23,Arid3a,Csgalnact2,1.4672709407263804
24,Arid3a,Camkk2,4.5441516164463716
25,Arid3a,Rsbn1,1.9993248725851305
26,Arid3a,Anxa6,0.5234457222525547
27,Arid3a,Tnfaip8,1.5395293142113955
28,Arid3a,Ext1,1.2013408942200499
29,Arid3a,Cdc42,1.8882477907727933
30,Arid3a,Abtb2,0.8483023917105507
31,Arid3a,Sars,1.2505989360987766
32,Arid3a,Bcl2,0.41268339959627637
33,Arid3a,Stxbp5,0.7724609926848202
34,Arid3a,B4galt4,0.8761166509706283
35,Arid3a,Ugcg,0.5025077218108703
36,Arid3a,E130308A19Rik,1.549497230043536
37,Arid3a,Ugdh,0.8073201748427501
38,Arid3a,Ypel5,0.5303680022933868
39,Arid3a,Mcph1,1.4185680446927915
40,Arid3a,Mta3,0.28115899060651656
41,Arid3a,Prnd,0.5522890663212217
42,Arid3a,Sec63,1.5165216396229744
43,Arid3a,Mllt6,0.484814465671835
44,Arid3a,Arhgap25,0.9638785894219085
45,Arid3a,Rasgrp2,0.9455609869231768
46,Arid3a,Sec22c,1.2140201058279634
47,Arid3a,Kdm3a,0.14858555807376614
48,Arid3a,Cep350,0.4407201593008796
49,Arid3a,Trip12,0.129037490373838
50,Arid3a,Abi2,0.2796181165495165
51,Arid3a,Foxp1,0.15248752006057592
52,Arid3a,Ccdc88a,0.5928452852958896
53,Arid3a,Usp24,0.6240150705072256
54,Arid3a,Mtx2,0.42902441292308835
55,Arid3a,Tbl1xr1,0.4420629390039076
56,Arid3a,Brpf3,0.16136698373866074
57,Arid3a,Fut8,0.15527140330520653
58,Arid3a,Cast,0.38189511166136425
59,Arid3a,Anp32a,0.24077742161282173
60,Arid3a,Elk3,0.11574024894953933
61,Arid3a,Stat3,0.2962966814002322
62,Arid3a,Klf6,0.064783308745506
63,Arid3a,Chd3,0.2138171595750052
64,Arid3a,Smad1,0.15640994306126071
65,Arid3a,Atp11a,0.02642959540855334
66,Arid3a,Casp3,0.47060660177238783
67,Arid3a,Dusp23,1.3386522324548364
68,Arid3a,Chd8,0.3194862959243486
69,Arid3a,Csde1,0.2004728553238154
70,Arid3a,Ywhaz,0.30130107396222505
71,Arid3a,Gm15800,1.58033237817299
72,Arid3a,Rasa2,0.08857062824537182
73,Arid3a,Dck,1.2051410525445538
74,Arid3a,Akap8l,0.229838918536614
75,Arid3a,Skil,0.2290978167263312
76,Arid3a,Slc36a1,0.03334811632458837
77,Arid3a,Baz2b,0.09157700593542638
78,Bcl3,Pcnx,1.1919667711494104
79,Bcl3,Wnk1,0.661187525627509
80,Bcl3,Nxn,1.223251469751774
81,Bcl3,Sik1,1.2678702484525741
82,Bcl3,Crim1,0.6537957030943207
83,Bcl3,Agpat3,0.5161149693940861
84,Bcl3,Prss50,0.8379538919702387
85,Bcl3,Tnfrsf21,0.4938640130343744
86,Bcl3,Stt3b,0.7519214837609828
87,Bcl3,Slc7a4,2.108102658741858
88,Bcl3,Ly6c2,4.049831700786319
89,Bcl3,Nanos3,0.6510964819838376
90,Bclaf1,Slc16a1,0.7244350701336802
91,Bclaf1,Scaf11,7.5886377888902965
92,Bclaf1,Nrip1,0.5942393141589918
93,Bclaf1,Rad21,4.689393659298073
94,Bclaf1,Larp1b,0.7299383108456997
95,Bclaf1,Slc22a23,2.3843425030319607
96,Bclaf1,Zcchc6,1.2638311394738575
97,Bclaf1,Tbl1x,2.847748690797902
98,Bclaf1,Usp9x,0.7728024031997616
99,Bclaf1,Cdc42,1.51276818654716
100,Bclaf1,Itgb1,6.853345739043236
101,Bclaf1,Oxr1,0.652056616989681
102,Bclaf1,Naa50,0.6287120523617489
103,Bclaf1,Brd4,1.4897681606245377
104,Bclaf1,Lyst,0.777428356328092
105,Bclaf1,Atp13a3,5.61792126314157
106,Bclaf1,Cltc,13.883083054573742
107,Bclaf1,Hprt,0.7070296562464807
108,Bclaf1,Usp32,1.387369577893153
109,Bclaf1,Dennd1b,0.6086636836351002
110,Bclaf1,Mcm3,4.194076256973819
111,Bclaf1,Rbm25,1.0449410961114225
112,Bclaf1,Tbl1xr1,1.5227491376686764
113,Bclaf1,Usp34,0.9212101033599112
114,Bclaf1,Thrap3,0.6229815945666067
115,Bclaf1,Picalm,5.271528538354667
116,Bclaf1,Baz1b,3.7035756979605807
117,Bclaf1,Utrn,1.4584117255160598
118,Bclaf1,Dek,0.6974001857094194
119,Bclaf1,Pkn2,2.064478776705039
120,Bclaf1,Srrm2,1.742049952714146
121,Bclaf1,Cpsf2,5.968570799343607
122,Bclaf1,Pcbp2,2.2919928733264348
123,Bclaf1,Ezh2,8.16144595576339
124,Bclaf1,Tmpo,3.3873545359454234
125,Bclaf1,Actr2,5.887964624694014
126,Bclaf1,Ahctf1,9.029032913071559
127,Bclaf1,Sf3b1,1.8913133696135391
128,Bclaf1,Zfp217,0.8132012232917006
129,Bclaf1,Asxl1,1.1540081103785838
130,Bclaf1,Tspan5,2.297946931250748
131,Bclaf1,Usp1,8.695988588818354
132,Bclaf1,Hsph1,6.059793656755992
133,Bclaf1,Srrm1,3.5614510995776274
134,Bclaf1,Anp32b,0.811945353882658
135,Bclaf1,Net1,1.131787892273458
136,Bclaf1,Acsl1,0.7591653048082685
137,Bclaf1,Car2,0.8413545610476993
138,Bclaf1,Prkaa1,1.4596235751380608
139,Bclaf1,Luc7l3,1.2152825912682694
140,Bclaf1,Atp5g3,0.6711179686242625
141,Bclaf1,Usp10,1.213102272592085
142,Bclaf1,Tax1bp1,9.170671929013052
143,Bclaf1,Elmo1,0.6833037397351857
144,Bclaf1,Oat,18.575207971169977
145,Bclaf1,Eps15,0.9194646602672719
146,Bclaf1,Rbm27,0.975370106132589
147,Bclaf1,Ywhaz,1.0049769688325325
148,Bclaf1,Thoc7,0.8982615696731415
149,Bclaf1,Hspa5,7.289165208799812
150,Bclaf1,Prkar2b,3.0925336172526454
151,Bclaf1,Gspt1,0.6982589652717048
152,Bclaf1,Cdyl,0.6295619941442567
153,Bclaf1,Dap3,3.0664736284465013
154,Bclaf1,Galnt1,1.4349748351608091
155,Bclaf1,Ublcp1,0.5970565605460468
156,Bclaf1,Ikzf1,1.182768135148862
157,Bclaf1,Trip12,1.9385499169329552
158,Bclaf1,Foxp1,5.586242307578909
159,Bclaf1,Canx,8.403704984624557
160,Bclaf1,Kdm5b,2.0221961088622624
161,Bclaf1,Top2b,4.9445870498825695
162,Bclaf1,Csde1,3.7889308572520144
163,Bclaf1,Eif3a,15.656197933658355
164,Bclaf1,Ccar1,7.335158626085947
165,Bclaf1,Chd1,1.5986075130320863
166,Bclaf1,Usp25,8.645050061277091
167,Bclaf1,Dck,2.000650914151748
168,Bclaf1,Srcap,5.310365412300265
169,Bclaf1,Aplp2,9.965953216807785
170,Bclaf1,Dnajc10,2.365971962605982
171,Bclaf1,Vcl,1.925824018952233
172,Bclaf1,Rad23b,6.1978339778002915
173,Bclaf1,Slc38a2,2.173656066235988
174,Bclaf1,Casp3,1.635502766011955
175,Bclaf1,Sec31a,3.520929594218675
176,Bclaf1,Caprin1,6.885303253352761
177,Bclaf1,Xk,1.8476204809579768
178,Bclaf1,Uap1,3.2397245574916886
179,Bclaf1,Ipo5,9.654653719046648
180,Bclaf1,Nucks1,1.5004634452622105
181,Bclaf1,Elf1,1.5770162879833045
182,Bclaf1,Me2,2.083636331991395
183,Cebpa,Fbxo5,0.7875024626850937
184,Cebpa,Ptprs,1.342067466677753
185,Cebpa,Cd74,1.1333806688742067
186,Cebpa,Rara,1.4270190940309382
187,Cebpa,Ly6d,0.9287677651998455
188,Cebpa,Smpd4,1.9911502109701664
189,Cebpa,Dnpep,1.797963544560464
190,Cebpa,Larp1b,4.447290112010322
191,Cebpa,Afg3l2,1.4644804127124658
192,Cebpa,Ppp1r12a,1.8333797217173036
193,Cebpa,Afap1l1,1.3506254457801212
194,Cebpa,Nin,4.9954043343448244
195,Cebpa,Ada,9.726092476660169
196,Cebpa,Atp11a,1.8894195034691517
197,Cebpa,Pfkm,0.9301634471635205
198,Cebpa,Bcl11a,1.0877427433064204
199,Cebpa,Anxa3,1.7072311954714197
200,Cebpa,Rasa2,0.8335589136358373
201,Cebpa,9030617O03Rik,0.7921316080428715
202,Cux1,Bahcc1,8.05375677505826
203,Cux1,Zbtb7a,0.6064036806169271
204,Cux1,Runx1,0.6473729949698884
205,Cux1,Tbc1d2,0.7236609556850291
206,Cux1,Ccnd2,1.4501883236183475
207,Cux1,Myb,4.220351091029389
208,Cux1,H2afy,1.652136780206578
