,TF,target,weight,pvals_wy
0,Fli1,Plcb2,0.6685828877005348,0.0
1,Nfe2,Nrgn,0.535914527934996,0.0
2,Mbd2,Mllt3,0.5359516019100607,0.0
3,Mbd2,Hnrnpc,0.5367123259893135,0.0
4,Mbd2,Eif2s2,0.5374618669920683,0.0
5,Mbd2,Stt3b,0.5376587100050787,0.0
6,Cux1,Bahcc1,0.5377829196374989,0.0
7,Nfia,Aplp2,0.5382726203123037,0.0
8,Mbd2,Dck,0.5385096281744326,0.0
9,Cux1,Nrgn,0.539022618897498,0.0
10,Mbd2,Pkn2,0.5394200554832432,0.0
11,Mbd2,Ccnf,0.5396648044692738,0.0
12,Mbd2,Adk,0.5399840383080606,0.0
13,Mbd2,Lman2,0.5403726502661158,0.0
14,Myc,Ptpn18,0.5403751200109724,0.0
15,Mbd2,Nup85,0.5410044717511675,0.0
16,Mbd2,Cdk1,0.5326242552681035,0.0
17,Mbd2,Ppp1r15b,0.5421672517305862,0.0
18,Cux1,Ssh3,0.5325111803767448,0.0
19,Ets1,Acot7,0.5303727086270991,0.0
20,Myb,Prkce,0.5267991568804578,0.0
21,Gata1,Uqcr10,0.5268032212885154,0.0
22,Gata1,Asap1,0.5272240930424513,0.0
23,Gata1,Itgb1,0.5272240930424513,0.0
24,Gata1,Mrpl45,0.527570564516129,0.0
25,Gata1,Tlk1,0.5278947368421052,0.0
26,Gata1,Cyth3,0.5281368996944439,0.0
27,Gata1,Tmem14c,0.5281368996944439,0.0
28,Gata1,Lgals3bp,0.5281368996944439,0.0
29,Gata1,Ermap,0.5281368996944439,0.0
30,Mbd2,Mrpl35,0.5282433034294076,0.0
31,Fli1,Tmem176b,0.5282898919262555,0.0
32,Gata1,Pacsin2,0.5285589218167412,0.0
33,Gata1,Prkab1,0.5287244073275862,0.0
34,Rara,Nr3c1,0.529593376794985,0.0
35,Rad21,Adk,0.5307844869906726,0.0
36,Myc,Muc13,0.526194048512128,0.0
37,Nfe2,Cbfa2t3,0.5425111132781376,0.0
38,Mbd2,Tmpo,0.5426124197002141,0.0
39,Mbd2,Gatm,0.5454198497162628,0.0
40,Mbd2,Gabpb2,0.5456504973195462,0.0
41,Mbd2,Me2,0.5457478222353462,0.0
42,Mbd2,Eif4g1,0.5458980416863548,0.0
43,Mbd2,Asf1b,0.5458980416863548,0.0
44,Mbd2,Lpin1,0.5459369250763753,0.0
45,Mbd2,Ppm1g,0.5459567877232547,0.0
46,Mbd2,Rnaseh2c,0.5461192670991237,0.0
47,Mbd2,Skiv2l2,0.5462204505025825,0.0
48,Mbd2,Anapc1,0.5464881950118345,0.0
49,Mbd2,Cbx5,0.5464881950118345,0.0
50,Mbd2,Aplp2,0.5464881950118345,0.0
51,Mbd2,Cfdp1,0.5466403162055335,0.0
52,Mbd2,Srp19,0.5467032967032966,0.0
53,Mbd2,Agpat3,0.5467891881161914,0.0
54,Mbd2,Usp25,0.5452332335341843,0.0
55,Mbd2,Hnrnpk,0.5425578906765215,0.0
56,Mbd2,Igf2r,0.5451238757229124,0.0
57,Irf1,Lsp1,0.5444660194174757,0.0
58,Myc,Eif4g1,0.5426525141417591,0.0
59,Mbd2,Eif4enif1,0.5426615507467664,0.0
60,Mbd2,Ifrd2,0.5428058252427185,0.0
61,Mbd2,Psmb2,0.5428058252427185,0.0
62,Mbd2,Dhrs11,0.5433225311274092,0.0
63,Mbd2,Daam1,0.5435918639488769,0.0
64,Mbd2,Cox5b,0.5437520131957551,0.0
65,Mbd2,Bax,0.5438600862004535,0.0
66,Mbd2,Psmf1,0.5438600862004535,0.0
67,Mbd2,Atox1,0.5439308209672253,0.0
68,Cux1,Kctd1,0.5441413181242079,0.0
69,Cux1,Dab2ip,0.5442889403934154,0.0
70,Nfia,Eif3a,0.5444593570911007,0.0
71,Mbd2,Cltc,0.5444643585708457,0.0
72,Mbd2,Psmg2,0.5444643585708457,0.0
73,Myc,Atp2b1,0.5447198275862069,0.0
74,Myc,Ccnd2,0.5468293287825733,0.0
75,Myb,H2afy,0.5261746969638347,0.0
76,Gata1,Slc16a1,0.5260597675952164,0.0
77,Foxo1,Tor3a,0.5129868082198981,0.0
78,Sox4,Rps6ka1,0.513162513567816,0.0
79,Mbd2,Cenpl,0.5132399647954693,0.0
80,Mbd2,Ppp1r9b,0.5133077725684241,0.0
81,Foxo1,Muc13,0.513447999171714,0.0
82,Sox4,Irf2bp2,0.5135687407822616,0.0
83,Foxo1,Slc38a2,0.5143167814425517,0.0
84,Myc,Luc7l3,0.5148065144439491,0.0
85,Sox4,Myb,0.5148749318775921,0.0
86,Mbd2,Erp44,0.515024597538332,0.0
87,Foxo1,Gypc,0.5151372138925105,0.0
88,Mbd2,Bms1,0.515914999638911,0.0
89,Foxo1,Kcnn4,0.5160981014207087,0.0
90,Myc,Cables1,0.5161037677876448,0.0
91,Mbd2,Nat10,0.5162546226544309,0.0
92,Sox4,Cbfa2t3,0.5125788759263336,0.0
93,Foxo1,Zfand2b,0.51677545691906,0.0
94,Sox4,Ptprs,0.5125442984237144,0.0
95,Foxo1,Eif5b,0.5114776819694853,0.0
96,Irf1,Zbtb7a,0.5047082059123343,0.0
97,Ybx1,Cct8,0.5054355919583023,0.0
98,Myc,Lrrc1,0.5058392489122967,0.0
99,Elk3,Ncs1,0.506082523557126,0.0
100,Ets1,Ctdspl,0.5060880048221821,0.0
101,Fli1,Ehmt2,0.5065592635212888,0.0
102,Tcf3,Ruvbl2,0.5066841837889066,0.0
103,Gata1,Abcg4,0.5069066656930398,0.0
104,Foxo1,Cbx8,0.5069697449706954,0.0
105,Sox4,Nr3c1,0.5070143499678732,0.0
106,Tcf3,Necap2,0.5085019144696346,0.0
107,Sox4,Rreb1,0.5085128068975449,0.0
108,Gata1,Cd82,0.508736559139785,0.0
109,Mbd2,Dnaja4,0.5101531514134197,0.0
110,Sox4,Scd2,0.51064338348278,0.0
111,Gata1,Lsm4,0.5116811239423128,0.0
112,Elk3,Gas5,0.5261479221156641,0.0
113,Mbd2,Cdt1,0.5168413924558588,0.0
114,Mbd2,Cdca7,0.5173715124816447,0.0
115,Foxo1,Tnrc6b,0.5219511422826655,0.0
116,Mbd2,Prdx4,0.5221613366870284,0.0
117,Irf1,Il16,0.5222393339635876,0.0
118,Foxo1,Abcb6,0.5222638851013545,0.0
119,Rara,Dusp16,0.5226177233963663,0.0
120,Foxo1,Ass1,0.5226522372944473,0.0
121,Gata1,Parvb,0.5235584388013794,0.0
122,Mbd2,Zc3h18,0.5236061777797761,0.0
123,Elk3,Mier3,0.524647024895905,0.0
124,Gata1,Nudt9,0.5248450741968982,0.0
125,Gata1,Cpox,0.5248450741968982,0.0
126,Gata1,Cd24a,0.5248450741968982,0.0
127,Mbd2,Etfa,0.5251157322848243,0.0
128,Foxo1,Atp11a,0.5252150215021502,0.0
129,Nfe2,Dnajc6,0.5255255980758493,0.0
130,Elk3,Fbxo10,0.5218257967703643,0.0
131,Sox4,Il17ra,0.5173535512145963,0.0
132,Myc,Anxa2,0.5217997999828894,0.0
133,Foxo1,Klf3,0.5216389117741072,0.0
134,Mbd2,Ddx21,0.5177291351033904,0.0
135,Foxo1,Dock7,0.5177814949060864,0.0
136,Foxo1,Hnrnpk,0.5178268251273345,0.0
137,Foxo1,Ccnd2,0.5178268251273345,0.0
138,Foxo1,Arhgef2,0.5178268251273345,0.0
139,Foxo1,Capg,0.5186867454505975,0.0
140,Foxo1,Gata2,0.5195398431336149,0.0
141,Foxo1,Ptprs,0.5198517793911145,0.0
142,Foxo1,Nrgn,0.520269366983058,0.0
143,Foxo1,Gclc,0.5203434817614869,0.0
144,Nfe2,Gata2,0.5203725491646995,0.0
145,Foxo1,Celf2,0.5209443511691851,0.0
146,Foxo1,Baz1a,0.5216389117741072,0.0
