,TF,target,scenic_weight
0,Arntl,Hnrnph2,0.4069053627390711
1,Arntl,Slc35b4,0.9033378544199732
2,Arntl,Armcx6,0.7337336484646044
3,Arntl,Snrpa,0.7970059558749457
4,Arntl,1190007I07Rik,0.9849073709620644
5,Arntl,Arhgef4,0.6005337329195471
6,Arntl,Nptx2,1.3220718369191573
7,Arntl,Anpep,0.47178200149294663
8,Arntl,Usp2,0.7490761943271789
9,Arntl,Csrp2,0.334587960184186
10,Arntl,Fam114a2,0.3941450921851075
11,Arntl,2610008E11Rik,0.36709787891168566
12,Arntl,Tle6,1.6190853850614857
13,Arntl,Zfp787,0.5832654901263461
14,Arntl,Slc36a1,0.3934485768905126
15,Arntl,Rnf31,1.8599891818928411
16,Arntl,Spred1,0.6605890017290001
17,Arntl,Tank,0.5232624327536167
18,Arntl,Foxn2,0.7163648748818966
19,Arntl,Wnk4,1.063245461131307
20,Arntl,Cln5,0.4339788936259177
21,Arntl,Naglu,1.3358891770382293
22,Arntl,Faf1,0.42490494679369284
23,Arntl,Pak3,0.3731915355194609
24,Arntl,Junb,0.432981361237745
25,Arntl,Celf2,0.3307160037815713
26,Arntl,Nol4l,1.2772802749799443
27,Arntl,Oaf,0.4373816461315904
28,Arntl,E2f6,0.8370199927417322
29,Arntl,Praf2,0.4911514469425938
30,Arntl,Atp2c2,1.0737142334063798
31,Arntl,Arhgap32,1.582247704260618
32,Arntl,Lurap1l,1.050001313578324
33,Arntl,Lmo7,0.3391265108424057
34,Arntl,Snrk,1.434701171992339
35,Arntl,Ccdc184,0.5739080471918199
36,Arntl,Stx16,0.531902429902868
37,Arntl,Klhdc10,0.46623370985725276
38,Arntl,Fam53b,0.6295832809805307
39,Arntl,C330013E15Rik,1.1928131855920419
40,Arntl,Wiz,1.4185496026814488
41,Arntl,Fam188a,2.7951855707832753
42,Atf6b,Hnrnpu,0.3540717513745513
43,Atf6b,Igf2bp1,0.39911750194675855
44,Atf6b,Dusp5,1.18981189108033
45,Atf6b,Sil1,4.418247371354219
46,Atf6b,Rnf126,0.4010289328365826
47,Atf6b,Prr12,0.8373243031416965
48,Atf6b,Per1,0.35929578176247634
49,Atf6b,Loxl2,0.4945857085461343
50,Atf6b,Srebf1,0.9568538126904568
51,Atf6b,Gls,0.7756851099363963
52,Atf6b,Armcx3,0.8903321267006352
53,Atf6b,Tlk2,0.41689708765057976
54,Atf6b,Slc6a6,0.3498809989253597
55,Atf6b,Impact,0.5244681685060282
56,Atf6b,1700052K11Rik,0.6532722704674133
57,Atf6b,Arhgef40,0.4071160647374574
58,Atf6b,Nfe2l1,1.3344736624097742
59,Atf6b,Wdfy1,0.7023561531566389
60,Atf6b,Tap2,0.6680981933164036
61,Atf6b,Lmo1,0.9889263168084103
62,Atf6b,Tenm3,0.49653871738735217
63,Atf6b,Ppp2r5c,0.3370148499455254
64,Atf6b,Dlst,0.9807571754176841
65,Atf6b,Zfp422,0.7100541502919201
66,Atf6b,Ftsj1,0.8218573495690886
67,Atf6b,Rnase4,0.8484228898880225
68,Atf6b,Pcsk2os1,1.0770157417270787
69,Atf6b,C1qtnf4,0.7405475696129002
70,Atf6b,Cox17,0.830281777099172
71,Atf6b,Fam57b,1.7651599271604996
72,Atf6b,Mlf1,2.2340061341055053
73,Atf6b,Sec24d,0.9724423381506249
74,Atf6b,Wdr37,0.0013236748484772186
75,Atf6b,Herc2,0.5049481592986728
76,Atf6b,Plrg1,0.42613413139232054
77,Atf6b,Mrps21,0.21602032078304154
78,Atf6b,Tfcp2,0.4236948367977517
79,Atf6b,Dnajb9,0.6977138663231414
80,Atf6b,Cetn3,0.12136513844714959
81,Atf6b,Adprm,0.5102896557218862
82,Atf6b,Wdr44,0.35802481830035976
83,Atf6b,Ddx18,0.0035057042230508565
84,Atf6b,Ndn,1.108274255361437
85,Atf6b,Arpc3,0.052187313126441336
86,Atf6b,Arl5a,0.012167145927295495
87,Atf6b,Psmb2,0.10641848073661542
88,Atf6b,Txlng,0.2593321259977451
89,Atf6b,Tmed3,0.347347267933119
90,Atf6b,Cltc,0.22020310190935705
91,Atf6b,Rps19bp1,0.2970725916429397
92,Atf6b,Daam1,0.29722893919310384
93,Atf6b,Plppr1,0.5495049252134501
94,Atf6b,Zbtb11os1,0.17030332250604902
95,Atf6b,Fkbp3,0.17142450026735764
96,Atf6b,Slc3a2,0.03451021762188048
97,Atf6b,Eml6,0.0028331690398833063
98,Atf6b,Cap1,0.12084244021198878
99,Atf6b,Ptpn1,0.24510915216728804
100,Atf6b,Cwf19l2,0.6358420427043012
101,Atf6b,Ilkap,0.060397763269588484
102,Atf6b,Slc16a11,0.6079962839225742
103,Atf6b,Esd,0.21040472521938378
104,Atf6b,Spred1,1.6837224143112068
105,Atf6b,Cd164,0.3809015908297528
106,Atf6b,1110008P14Rik,0.2778177586355736
107,Atf6b,Hprt,0.4016551640402505
108,Atf6b,Wdyhv1,0.44997291475155526
109,Atf6b,Cox5b,0.09369880752866505
110,Atf6b,Urm1,0.23543117243876496
111,Atf6b,Calm3,0.4790465530250657
112,Atf6b,Mcm2,0.12574017691646944
113,Atf6b,Erp44,0.6115515781849649
114,Atf6b,Os9,0.5179439835085551
115,Atf6b,Camkmt,0.17499365422213128
116,Atf6b,Ssr3,0.1444841846596977
117,Atf6b,Dido1,0.23004285219954387
118,Atf6b,Pex12,0.33573168443242735
119,Atf6b,Eif3j1,0.025400344288270704
120,Atf6b,March6,0.18418313616820173
121,Atf6b,Sec23ip,1.7431154533515296
122,Atf6b,Ufm1,0.7052721214107435
123,Atf6b,Tmem261,0.18664328022294108
124,Atf6b,Cul4a,0.0006216759086541285
125,Atf6b,4632415L05Rik,0.2624711881921437
126,Atf6b,Gemin6,5.5628645078224246e-05
127,Atf6b,Pyurf,0.17221489354000133
128,Atf6b,Arhgap44,0.003813112410545365
129,Atf6b,Pola2,0.23102697555627455
130,Atf6b,Ccnt2,0.18299673504946387
131,Atf6b,Rtel1,0.18536507296093854
132,Bach1,Nf1,0.37235741812959205
133,Bach1,Ino80d,1.0425834308120927
134,Bach1,Nup54,0.6479243308258373
135,Bach1,Zbtb12,0.48521569417038724
136,Bach1,Epb41l3,1.2963216146047813
137,Bach1,Pak7,0.6358634011745086
138,Bach1,Plch1,0.4829641353042881
139,Bach1,Acvr1b,0.4759287223162686
140,Bach1,Mitf,0.40549984093912844
141,Bach1,Robo1,0.6325495197935382
142,Bach1,Lpar6,1.0889188682834534
143,Bach1,Robo2,1.3524115542645934
144,Bach1,Ptpn9,0.8782855869612696
145,Bach1,Elovl6,1.0330536207303307
146,Bach1,Rbak,0.5021103140127442
147,Bach1,Lrfn1,0.42806539512512526
148,Bach1,Phf13,1.1364413519787464
149,Bach1,Usp18,4.147767747359554
150,Bach1,Disp1,0.8172000081830046
151,Bach1,C2cd2,1.6061094669442177
152,Bach1,Mical2,1.0837091239805245
153,Bach1,Trp53rkb,1.023403890574762
154,Bach1,P4hb,0.9970497761556278
155,Bach1,Pycard,0.7491228443875815
156,Bach1,Ocln,1.117839655321612
157,Bach1,Ppme1,0.7805556984319355
158,Bach1,Tmem186,1.1417540440603713
