,TF,target,scenic_weight
0,Atf3,Sidt2,0.5544146844757852
1,Atf3,Usf3,3.6621476089348826
2,Atf3,Glmp,1.0623959506449956
3,Atf3,Rtn4rl1,0.74985172100003
4,Atf3,Mkln1,0.3733215748024237
5,Atf3,Mta1,2.369201979952765
6,Atf3,Arhgef2,0.4898537657114164
7,Atf3,Fgf9,0.5492215936633779
8,Atf3,Rcor2,0.4564847842087808
9,Atf3,Ubap1,0.3261254039599185
10,Atf3,Tmem184c,1.3736194918084736
11,Atf3,Zfand6,0.336383034224176
12,Atf3,Pex19,0.495851261805427
13,Atf3,Pygl,0.7710839501335874
14,Atf3,Cdon,0.4462642247025745
15,Atf3,Gdap1l1,1.924490869845326
16,Atf3,Bahcc1,0.8049311707015989
17,Atf3,Pdlim5,0.761326891843681
18,Atf3,1810043G02Rik,0.835967362665939
19,Atf3,Snn,0.5625754947300345
20,Atf3,Foxred1,0.3437566469081057
21,Atf3,Spag9,0.42442856133091744
22,Atf3,Ndrg1,1.443824304856749
23,Atf3,Celf2,0.4089837230002619
24,Atf3,Grasp,1.4776437049502105
25,Atf3,Hspbap1,0.71553588715141
26,Atf3,Zmym5,0.36468425861573756
27,Atf3,Micu3,0.5606710956488719
28,Atf3,Btg2,3.595615714842245
29,Atf3,Rpl7,1.2144497131343486
30,Atf3,Impa1,0.41973116881774564
31,Atf3,Klc3,1.6092764092214813
32,Atf3,Dact2,0.3667813538607744
33,Atf3,Shf,2.600168947864122
34,Atf3,Cpt2,1.0368801523721947
35,Atf3,Kdm5b,0.877582917273872
36,Atf3,A830080D01Rik,0.9789037583544264
37,Atf3,Elavl4,1.634001628575229
38,Atf3,Cast,1.1302756737361968
39,Atf3,Ubtd2,0.8138816964369368
40,Atf3,Wdr61,0.7723158033774292
41,Atf3,Wwox,4.868591568013138
42,Atf3,Rgs17,6.194411461964726
43,Atf3,Ncaph2,0.7317437903714893
44,Atf3,Chd6,3.945325379425208
45,Atf3,Ints9,0.7513631804146792
46,Atf3,Dner,0.7275296737831164
47,Atf3,Fam110a,1.8702502363631412
48,Atf3,Senp5,1.265927102726748
49,Atf3,Mtg1,0.9073534058836632
50,Atf3,Wwp1,1.1325133172442516
51,Atf3,Bambi,2.2957220223449304
52,Atf3,Arx,1.0143227166857403
53,Atf3,Mfap4,1.2254324268645
54,Atf3,Cd200,2.0338941476717545
55,Atf3,Ifitm2,2.6808140131064655
56,Atf3,Rpl27,1.1643464038204991
57,Atf3,St8sia2,1.8381243551636892
58,Atf3,Hps1,1.7227453588806105
59,Atf3,Zrsr2,0.5817073732833805
