,TF,target,weight,pvals_wy
163,Pax4,Sox4,0.8024492084050183,0.004
164,Pax4,Rps9,0.8024492084050183,0.004
165,Pax4,Lpcat3,0.8024492084050183,0.004
166,Pax4,Rpl4,0.8024492084050183,0.004
167,Pax4,Gtf2b,0.8024492084050183,0.004
168,Pax4,Actg1,0.8024492084050183,0.004
169,Pax4,Cyth2,0.802960413080895,0.004
170,Pax4,Cacna2d1,0.802960413080895,0.004
171,Pax4,Hnrnpa1,0.802960413080895,0.004
172,Pax4,Marcks,0.802960413080895,0.004
173,Mnx1,Tekt2,0.7131093544137022,0.004
174,Pdx1,Fdft1,0.8,0.004
175,Pdx1,Cd24a,0.7994952772370034,0.004
176,Pax4,Sox9,0.79918148890103,0.004
177,Pax4,Hnrnpk,0.7905888026039521,0.004
178,Pdx1,Chgb,0.7907999799754699,0.004
179,Pax4,Rpl5,0.7921313390098712,0.004
180,Pax4,Mnx1,0.7923832923832923,0.004
181,Pax4,H3f3b,0.7934453068154257,0.004
182,Pdx1,Uba3,0.7940284667429828,0.004
183,Pax4,Mtdh,0.7940986349290848,0.004
184,Pax4,Ssbp3,0.802960413080895,0.004
185,Pax4,Dusp1,0.7949435938759065,0.004
186,Pax4,Rps14,0.7960301778336627,0.004
187,Pax4,Rpl7,0.7968694096601073,0.004
188,Pax4,Bnip2,0.7972178330699842,0.004
189,Pdx1,Foxp1,0.7975649076223421,0.004
190,Pax4,Spock2,0.7980306905370844,0.004
191,Jund,Nkx6-1,0.7986690369716667,0.004
192,Pax4,Cd24a,0.7990014829461196,0.004
193,Pdx1,Rab6a,0.7953246871032107,0.004
194,Pax4,Rpl28,0.802960413080895,0.004
195,Pax4,Ptma,0.802960413080895,0.004
196,Pax4,Rpl21,0.802960413080895,0.004
197,Jund,Foxp1,0.8078187919463087,0.004
198,Jund,Irf2bpl,0.8078187919463087,0.004
199,Pdx1,Ube2e3,0.8079509107723112,0.004
200,Pdx1,Cxxc5,0.8079509107723112,0.004
201,Pax4,Btf3,0.8081246456708306,0.004
202,Pax4,Pcbp2,0.8081246456708306,0.004
203,Pdx1,Kcnh8,0.8081428446312839,0.004
204,Pdx1,Sox4,0.8076494505120615,0.004
205,Pdx1,Prdm16,0.8125163972472806,0.004
206,Jun,Pnrc1,0.8164760075099332,0.004
207,Jun,Celf3,0.8174484256243214,0.004
208,Etv1,Lyst,0.8175517997312778,0.004
209,Jun,Btf3,0.8207700318549376,0.004
210,Jun,Jund,0.8226307476307477,0.004
211,Sox4,Actg1,0.8768227841832531,0.004
212,Sox4,Map1b,0.8905805088637825,0.004
213,Pdx1,Pak3,0.8135332572832573,0.004
214,Pax4,Zfand5,0.7896993543179984,0.004
215,Pdx1,H3f3b,0.8075934142526859,0.004
216,Jund,Srsf7,0.8070052022999642,0.004
217,Jund,Rpl7,0.8030498062805873,0.004
218,Pax4,Kcnh8,0.8031523855890944,0.004
219,Jun,Eef2,0.8042562129944467,0.004
220,Pax4,H3f3a,0.8045139193817511,0.004
221,Pax4,Rpl9,0.8045139193817511,0.004
222,Pax4,Rpl26,0.8045139193817511,0.004
223,Pax4,Cops2,0.8045139193817511,0.004
224,Pax4,Sf3b1,0.8073677186371487,0.004
225,Pdx1,Eif4b,0.8045180468881767,0.004
226,Pdx1,Stat3,0.8057854042322301,0.004
227,Pdx1,Ssbp3,0.8057854042322301,0.004
228,Pdx1,Tob1,0.8059655349118892,0.004
229,Pdx1,Nkx6-1,0.8061436912922062,0.004
230,Pax4,Rhobtb3,0.8064458724666337,0.004
231,Pdx1,Eef2,0.8068367708315767,0.004
232,Pdx1,Rfx6,0.8068367708315767,0.004
233,Jund,Tob1,0.8045387872120546,0.004
234,Pax4,Irf2bpl,0.7894140240760692,0.004
235,Pax4,Smad2,0.8002174503941288,0.004
236,Pax4,Tle6,0.7886358507597413,0.004
237,Mnx1,Tmem200a,0.7521210530919269,0.004
238,Pdx1,Mnx1,0.7526158707865169,0.004
239,Arx,Myl12a,0.7529626842860166,0.004
240,Nkx6-1,Mnx1,0.7541195288643303,0.004
241,Arx,Scgn,0.7542944580152071,0.004
242,Pax4,Tox3,0.7546690660186174,0.004
243,Pax4,Traf4,0.7546690660186174,0.004
244,Pax4,Jun,0.7566319923131554,0.004
245,Pax4,Set,0.7566319923131554,0.004
246,Pax4,Map1b,0.7570890225767204,0.004
247,Pdx1,Nck1,0.7577347633773046,0.004
248,Pdx1,Rab22a,0.7584242999525391,0.004
249,Pax4,Rps23,0.7595238701680209,0.004
250,Pax4,Srek1,0.7604545454545455,0.004
251,Pax4,Pabpc1,0.7604545454545455,0.004
252,Pax4,Rimbp2,0.7511448019801981,0.004
253,Pax4,Eef2,0.7511448019801981,0.004
254,Arx,Alcam,0.7476804360474019,0.004
255,Pdx1,Rchy1,0.7475538160469668,0.004
256,Mnx1,Itpr3,0.7181447124304268,0.004
257,Pdx1,Tsc22d1,0.718931168388282,0.004
258,Pax4,Paxbp1,0.7190334467120182,0.004
259,Jund,Actg1,0.7238455522683174,0.004
260,Maff,Atf3,0.7241450216450216,0.004
261,Pdx1,Zfr,0.7267178319188082,0.004
262,Pdx1,Soat1,0.7292235955770209,0.004
263,Arx,Meis2,0.7606753544791411,0.004
264,Pax4,Tax1bp1,0.7307443365695793,0.004
265,Pax4,Eif5b,0.7404504025830712,0.004
266,Arx,Abcc8,0.743704811767639,0.004
267,Pax4,Csnk1a1,0.7442133874064327,0.004
268,Arx,Ripply3,0.745129048582996,0.004
269,Arx,Peg10,0.7457999906406476,0.004
270,Arx,Gk,0.7467646606464087,0.004
271,Pax4,Nkx6-1,0.7886358507597413,0.004
272,Pax4,Gad1,0.7364808069487252,0.004
273,Pax4,Mdh2,0.7610777488441303,0.004
274,Arx,Pyy,0.7467810782620891,0.004
275,Arx,Cdh1,0.7619129592339196,0.004
276,Pdx1,Lrrc42,0.7809153272547968,0.004
277,Jund,Sox4,0.7814754032742265,0.004
278,Pdx1,Rps9,0.7816946542557768,0.004
279,Pdx1,Wdr12,0.7817887931034483,0.004
280,Jund,Casz1,0.7830499959810304,0.004
281,Pdx1,Calm2,0.7831759112519809,0.004
282,Jun,Eif3e,0.7844481010020319,0.004
283,Jun,Eif1,0.7803340489257458,0.004
284,Jun,H3f3b,0.7844481010020319,0.004
285,Pdx1,Hnrnpk,0.7852672823478584,0.004
286,Arx,Mgst3,0.7854477944982952,0.004
287,Jund,Hnrnpk,0.7858598516493254,0.004
288,Pax4,Cyb5r3,0.7867166098283669,0.004
289,Pax4,Mad2l2,0.7867166098283669,0.004
290,Jun,Dusp1,0.7876821221879433,0.004
291,Pax4,Npepl1,0.7885473965790069,0.004
292,Pdx1,Mad2l2,0.7846614885939698,0.004
293,Jund,Tox3,0.778314843007795,0.004
294,Pdx1,Mob4,0.7796559943309928,0.004
295,Pdx1,Actg1,0.7706669637042877,0.004
296,Pax4,Chgb,0.7621536419445827,0.004
297,Pdx1,Nab2,0.7655213984327909,0.004
298,Pax4,Cxxc5,0.7659509202453988,0.004
299,Pax4,Phip,0.7687345679012345,0.004
300,Pdx1,Casz1,0.7698352519473358,0.004
301,Pdx1,Npepl1,0.777878836297489,0.004
302,Pax4,Tpst2,0.7725056028686688,0.004
303,Pdx1,Rala,0.773552118600595,0.004
304,Pdx1,Eif1,0.7750299367786739,0.004
305,Pdx1,Ppp3ca,0.7750299367786739,0.004
306,Arx,Slc16a10,0.7755763479573764,0.004
307,Pax4,Hnrnpd,0.7755847061216188,0.004
308,Pax4,Flrt1,0.7759972688901762,0.004
309,Pax4,Rph3al,0.7610777488441303,0.004
310,Pdx1,Serpini1,0.7775126804101269,0.004
311,Arx,Tmem27,0.7619574097271391,0.004
312,Jun,Tsc22d1,0.7619189918377105,0.004
313,Foxa2,Foxp1,0.5798212005108556,0.005
314,Foxa2,Glis1,0.5807100437816983,0.005
315,Foxa2,Irf2bpl,0.5798212005108556,0.005
316,Klf8,Bend7,0.5775188323917138,0.007
317,Klf8,Nr1d2,0.5713774170446407,0.008
318,Klf3,Gpd2,0.5712856326063873,0.008
319,Cdx2,Mnx1,0.5704891555145362,0.008
320,Rfx3,Neurod1,0.5697006613296206,0.008
321,Foxa2,Ctbp1,0.5692654822046886,0.008
322,Sox4,Tubb3,0.5641047287111518,0.009
323,Foxa2,Mras,0.5654107380468412,0.009
324,Etv5,Fbxl3,0.5656789425171778,0.009
325,Foxa3,Lhx1,0.5627437892409419,0.009
326,Etv1,Ubxn7,0.5674593721026064,0.009
327,Rara,Cers6,0.5676020231414121,0.009
328,Foxa2,Sp2,0.5672818176258333,0.009
329,Foxa2,Naa50,0.5605572702331962,0.01
330,Foxa2,Dedd,0.5602122924156823,0.01
331,Ing4,Zfp113,0.5600897930444461,0.01
332,Foxa3,Sox4,0.5581630142575968,0.01
333,Rfx3,4833420G17Rik,0.5574981065387528,0.01
334,Foxa3,Ppp3ca,0.5572351112174121,0.01
335,Cdx2,Zmym5,0.5554987212276215,0.01
336,Ing4,Psme4,0.5552250190694126,0.01
337,Etv5,Aftph,0.5505539021164021,0.012
338,Foxa3,Amer1,0.5504944860815378,0.012
339,Etv5,Fam135a,0.5505539021164021,0.012
340,Gata6,Phf20l1,0.5520696810834426,0.012
341,Etv5,Dzip3,0.5520650786439064,0.012
342,Ing4,Phf14,0.5510298078559771,0.012
343,Pax4,Fam131a,0.5427206551410373,0.016
344,Ing4,Fam207a,0.5430141523637458,0.016
345,Pax4,Slc4a7,0.5434299619128227,0.016
346,Ing4,Rbm25,0.5436330749354006,0.016
347,Hmga2,Klf13,0.5436349142831736,0.016
348,Etv5,Hspa9,0.5437621927428794,0.016
349,Foxa2,Hnrnpk,0.5440973825336506,0.016
350,Rfx3,Atf7ip,0.5445086684989755,0.016
351,Cdx2,Shoc2,0.5454971857410882,0.016
352,Creb3l2,Sec24d,0.5489840205168672,0.016
353,Rfx3,Arih2,0.5490078074170462,0.016
354,Foxa3,Eif5b,0.549320814549241,0.016
355,Myrf,Ctxn2,0.549689102214465,0.016
356,Atf3,Wdr61,0.5420136495632818,0.016
357,Foxa3,Ptma,0.5453890065913372,0.016
358,Etv5,AI314180,0.5414244186046512,0.029
