,TF,target,scenic_weight
0,Arid3a,Mto1,0.36384346978979804
1,Arid3a,Eid2b,1.083029504495948
2,Arid3a,Hgsnat,0.514269009241406
3,Arid3a,Atad2b,0.3677033975515597
4,Arid3a,Strn3,0.5634208238147284
5,Arid3a,Diras2,1.1894637070472167
6,Arid3a,Paxip1,0.4394283201069246
7,Arid3a,Deptor,0.361446089581755
8,Arid3a,Rfx3,1.1279850834140566
9,Arid3a,Plec,0.45162700127369815
10,Arid3a,Ddx50,0.4220445052069004
11,Arid3a,C2cd5,0.5818323925978933
12,Arnt,Pkig,0.4416495057261876
13,Arnt,Cul1,0.7856161730429987
14,Arnt,Vps33a,2.1058132116882495
15,Arnt,Ube2d2a,0.37379919330623507
16,Arnt,Srek1,0.6110680522961247
17,Arnt,Tnpo1,1.2072560146333484
18,Arnt,Stx17,0.46528151393022654
19,Arnt,Zfp639,1.4417503852852125
20,Arnt,Prickle1,0.44618506852523193
21,Arnt,Gng12,0.647378667360166
22,Arnt,Vdac3,1.4429510318261132
23,Arnt,2700046G09Rik,1.4317637393373464
24,Arnt,Sema3f,2.3255410202868667
25,Arnt,Foxo3,0.9106463672984528
26,Arnt,Ryr3,0.7815830698884532
27,Arnt,Ramp1,2.695533528891912
28,Arnt,Cndp2,1.034566348976266
29,Arnt,Zhx2,0.8458189939384029
30,Arnt,Apobr,2.235700819236087
31,Arnt,Commd8,1.2580111512643346
32,Arnt,Atxn7l3,1.250443977329689
33,Arnt,Itfg2,1.7714169888723381
34,Arnt,Acox1,1.626400792182411
35,Arnt,Ppfia3,0.9421770480227567
36,Arnt,Rock2,0.9767712012205148
37,Arnt,Clk4,0.8903269695609882
38,Arnt,Hhex,2.560101245247912
39,Arnt,Dlg1,1.396826283148905
40,Arnt,Zcwpw1,2.3589547192101468
41,Arnt,Tagap1,1.2048794221507735
42,Arnt,B9d2,1.0766400170728547
43,Arnt,Helq,1.023514920118513
44,Arnt,1700105P06Rik,2.6909378248804097
45,Arnt,Cyhr1,1.2215428276153835
46,Arnt,Pik3ca,1.5914927280678839
47,Arnt,Hbs1l,1.0467461496611432
48,Arnt,Exoc6,1.1419672340378557
49,Arnt,Pomt1,1.046372090176439
50,Arnt,Mmp15,1.4476430332376893
51,Arnt,Vmp1,0.6803905443662943
52,Arnt,Micu2,0.598430516668411
53,Arnt,Nedd4l,1.9582806599344045
54,Arnt,Dennd2d,1.1015032872208925
55,Arnt,Mcm4,0.6738425109974401
56,Arnt,Ano10,0.2746477498213587
57,Arnt,2410131K14Rik,0.5992418887409434
58,Arnt,Mrpl38,0.3801944933433991
59,Arnt,Scaf1,0.408513816263422
60,Arnt,Frmd5,0.732475152908369
61,Arnt,Adnp2,0.5919755406078033
62,Arnt,Prrg3,0.19605513336815533
63,Arnt,Pex2,0.2358083823498123
64,Arnt,Ube2n,0.16156723660786232
65,Arnt,Ugt8a,0.18239411119482923
66,Arnt,Nacc1,0.17153175690700853
67,Arnt,Tmem263,0.18000513675038304
68,Arnt,Rnf19a,0.2024278013278574
69,Arnt,Rfx3,0.1637383823576151
70,Arnt,Ythdc1,0.20904994192009918
71,Arnt,Ctps,0.2034635268669949
72,Arnt,Dcun1d1,0.1336594026999137
73,Arnt,Twsg1,0.0035251006628888434
74,Arnt,Crebrf,0.2557148843904089
75,Arnt,Naa50,0.16640612350543194
76,Arnt,Ralgps2,0.18397136230775005
77,Arnt,Mtpn,0.3853713217235049
78,Arnt,Tmem126b,0.20784133600108737
79,Arnt,Hmgcr,0.16974395546264495
80,Arnt,Ubn1,0.19087393131837946
81,Arnt,Pam,0.3160442776408295
82,Arnt,Kdm3a,0.34582270362065926
83,Arnt,Ndfip2,0.004825931685318764
84,Arnt,Plag1,2.086717681801921e-06
85,Arnt,Lypd6,0.2485874550194711
86,Arnt,Tulp4,0.07909272529173741
87,Arnt,Bbx,0.19592605010161662
88,Arnt,Zfhx3,0.32280368912982227
89,Arnt,Fip1l1,0.1597776552345281
90,Arnt,Nfat5,0.0007609673793909656
91,Arnt,Ero1lb,0.35220656272331863
92,Atf3,Bahcc1,0.8990094523571897
93,Atf3,Snn,0.5964409326555965
94,Atf3,Mfap4,0.8950362485415249
95,Atf3,Rasa2,0.3515815378665281
96,Atf3,Grasp,2.822712050373497
97,Atf3,Nhej1,1.1088062971125883
98,Atf3,Elavl4,1.5588994677542631
99,Atf3,Glis3,0.38996738868083747
100,Atf3,Shf,2.257559000124358
101,Atf3,1810043G02Rik,0.43067809498913623
102,Atf3,Siah2,0.4723321024349041
103,Atf3,Ldlrad3,0.5238481778885525
104,Atf3,Nab2,0.44747480068012163
105,Atf3,Dgke,1.416909685797218
106,Atf3,Foxa3,0.6391288293559576
107,Atf3,Rab3c,0.8576858473277601
108,Atf3,Mta1,1.8443441909679543
109,Atf3,C77080,1.8615753850396513
110,Atf3,Cdkl2,0.3594157839937146
111,Atf3,Actg1,1.787070354650579
112,Atf3,Wwox,2.6513742855547684
113,Atf3,Sos2,0.6922663755275756
114,Atf3,Adamts9,0.774226871572716
115,Atf3,Eya2,0.42671824734436475
116,Atf3,Arntl,0.40906017719924787
117,Atf3,Oaf,2.2775918616865556
118,Atf3,Usf3,3.969311322082015
119,Atf3,Rtn4rl1,0.6703273440371363
120,Atf3,Col9a2,0.6070095206782136
121,Atf3,Rem2,0.3431252754182431
122,Atf3,Ppp1r14b,0.5518780635816296
123,Atf3,Fgfrl1,0.38390493590227026
124,Atf3,Arhgef2,0.39608066319634466
125,Atf3,Tmem184c,0.8783284516173201
126,Atf3,Pygl,1.324941893443972
127,Atf3,Cdon,0.633091373255732
128,Atf3,Gdap1l1,1.8862211962332376
129,Atf3,Col9a1,0.3913839051237788
130,Atf3,Camk2n2,2.4542011323812263
131,Atf3,Lrrn3,1.5956263450006107
132,Atf3,St8sia2,2.966247910146145
133,Atf3,Trim25,0.803884197158473
134,Atf3,Gstm2,0.9055740183441257
135,Atf3,Rpl7,0.7290906722071707
136,Atf3,Pde8a,1.170826683189271
137,Atf3,Fblim1,1.9421997528608095
138,Atf3,Cd200,2.185914485711495
139,Atf3,Hps1,1.7781953589768598
140,Atf3,Egr1,0.7600848026464463
141,Atf3,Ubtd2,0.7262142926779841
142,Atf3,Wwp1,1.8752553036265305
143,Atf3,Upk3bl,1.2102666388589025
144,Atf3,Zfp946,1.8701771751454943
145,Atf3,Nova1,0.8542434505715112
146,Atf3,Ddah2,1.16305920359255
147,Atf3,Tspan6,1.154415328986017
148,Atf3,Spata1,0.9008012415162532
149,Atf3,Sh3pxd2a,1.0490175325924922
150,Atf3,Ckb,3.103431124089433
151,Atf3,Bambi,0.8001569755086791
152,Atf3,Slc3a2,1.02491642630641
