,TF,target,scenic_weight
0,Arnt2,Ezh2,0.4404276700108026
1,Arnt2,Usp53,0.3745484893016813
2,Arnt2,Phtf2,1.4779479575049834
3,Arnt2,Nbea,1.0088369349198858
4,Arnt2,Rc3h1,0.660485477097539
5,Arnt2,Klhl24,0.42043207786920883
6,Arnt2,Map4k5,0.7183823961174
7,Arnt2,Rap2b,2.004303029929197
8,Arnt2,Frmd5,1.4383431637998012
9,Arnt2,Sp4,0.4235216220214452
10,Arnt2,Ifrd1,0.8597121789723399
11,Arnt2,Kctd6,2.7143838625243983
12,Arnt2,Sos2,0.7212786545374122
13,Arnt2,Arf6,2.0990453950370167
14,Arnt2,Adgra3,0.444633433733707
15,Arnt2,Mtmr7,0.5370147465855757
16,Arnt2,Asap2,0.5167325035674767
17,Arnt2,Zfp664,0.5386802186959565
18,Arnt2,Slc7a2,0.5506461302735103
19,Arnt2,Eri1,0.5217683541585014
20,Arnt2,Chd7,0.3690626930591036
21,Arnt2,9930021J03Rik,0.9524181107322418
22,Arnt2,Klf4,0.7434878005549194
23,Arnt2,Tmem243,0.46905533031961705
24,Arnt2,Hivep1,1.1314814994735558
25,Arnt2,Herc1,0.40692252334452067
26,Atf3,F11r,0.39551111028837266
27,Atf3,Prom1,0.7743486281466541
28,Atf3,Usf3,2.8625834208612
29,Atf3,Hspbap1,0.6129930782781245
30,Atf3,C77080,1.2272748693670918
31,Atf3,Uba1,0.9451630488179507
32,Atf3,Cd24a,0.6988181233973052
33,Atf3,Bag2,1.3954158312311693
34,Atf3,Adamts9,0.5306548762393892
35,Atf3,Foxa2,0.43850206571414646
36,Atf3,Lrrn3,0.7890991598326668
37,Atf3,Smurf2,1.244229553889108
38,Atf3,Elavl1,0.6268658192423056
39,Atf3,Dhx40,0.41029676409711047
40,Atf3,Spata1,1.061180241405233
41,Atf3,Kcnb2,0.5265479224504952
42,Atf3,Zbtb40,0.49860816376404143
43,Atf3,Dvl2,0.4171194932622558
44,Atf3,Trmt10b,1.2592899102187474
45,Atf3,Psme3,0.5504772996257451
46,Atf3,Lrrtm3,1.1042909475032958
47,Atf3,Map4k4,0.6970196625749057
48,Atf3,Btg2,4.148404588794576
49,Atf3,Btbd17,1.5239289786245078
50,Atf3,Mxd4,0.7820882197008248
51,Atf3,Arg1,0.9354322663492122
52,Atf3,Ifitm2,1.1848860917538107
53,Atf3,Camk2n2,3.3466118095524577
54,Atf3,Actg1,1.7712042030778186
55,Atf3,Cdkn1a,10.085638549273343
